seqnames,start,end,width,strand,WT1,WT2,WT3,KO1,KO2
chr5,134521864,134522264,401,*,29.9,13.91,18.55,30.74,39.05
chr7,48881495,48881895,401,*,21.53,26.95,17.67,33.3,39.96
chr5,135994627,135995027,401,*,27.51,16.52,22.09,20.49,55.4
chr11,88204163,88204563,401,*,52.62,35.65,40.64,48.66,94.45
chr14,62761137,62761537,401,*,180.59,106.08,111.32,172.89,278.82
chr14,20707285,20707685,401,*,72.96,39.13,37.11,52.51,120.79
chr4,107434366,107434766,401,*,13.16,14.78,22.97,24.33,34.51
chr13,34077859,34078259,401,*,66.98,45.21,41.53,66.59,102.63
chr9,64021930,64022330,401,*,39.47,22.61,24.74,32.02,65.39
chr8,34846014,34846414,401,*,23.92,11.3,21.2,24.33,39.96
chr4,119738625,119739025,401,*,27.51,13.91,18.55,25.61,41.78
chr8,122576739,122577139,401,*,33.49,27.82,38.87,40.98,69.02
chr4,44012380,44012780,401,*,58.6,30.43,51.24,53.79,105.35
chr4,62519777,62520177,401,*,95.68,47.82,45.06,67.87,153.49
chr4,130359805,130360205,401,*,89.7,49.56,68.91,78.12,158.03
chr4,154011554,154011954,401,*,81.33,26.95,45.94,64.03,118.07
chr17,12039211,12039611,401,*,35.88,16.52,33.57,38.42,58.13
chr2,32857609,32858009,401,*,25.12,6.09,16.79,19.21,39.05
chr6,134189773,134190173,401,*,37.08,20.87,17.67,32.02,52.68
chr2,29935195,29935595,401,*,50.23,23.48,40.64,33.3,102.63
chr11,119389817,119390217,401,*,21.53,16.52,19.44,12.81,56.31
chr4,125124788,125125188,401,*,39.47,34.78,21.2,43.54,61.76
chr2,92055316,92055716,401,*,34.68,22.61,26.51,26.89,68.12
chr14,55055167,55055567,401,*,26.31,17.39,23.86,30.74,43.59
chr12,112867319,112867719,401,*,20.33,13.91,15.9,19.21,38.14
chr1,74434563,74434963,401,*,35.88,26.08,33.57,38.42,66.3
chr2,144213771,144214171,401,*,38.27,36.52,22.97,48.66,58.13
chr5,115489776,115490176,401,*,43.06,24.35,35.34,51.23,60.85
chr15,73185197,73185597,401,*,66.98,47.82,34.46,65.31,100.81
chr4,127243541,127243941,401,*,62.19,28.69,52.13,46.1,122.61
chr2,32867360,32867760,401,*,23.92,9.56,21.2,21.77,41.78
chr17,12755035,12755435,401,*,38.27,24.35,22.09,38.42,54.49
chr9,108649218,108649618,401,*,59.8,37.39,59.2,57.63,118.97
chr4,147927678,147928078,401,*,28.7,15.65,18.55,28.17,41.78
chr4,124936772,124937172,401,*,69.37,32.17,36.22,53.79,104.44
chr1,93343380,93343780,401,*,81.33,51.3,48.59,84.52,114.43
chr11,120673139,120673539,401,*,66.98,40.87,41.53,57.63,109.89
chr17,34263016,34263416,401,*,38.27,22.61,27.39,49.94,46.32
chr2,5579390,5579790,401,*,27.51,8.69,15.02,30.74,29.06
chr13,34875736,34876136,401,*,21.53,18.26,18.55,20.49,45.41
chr4,130107337,130107737,401,*,57.41,21.74,32.69,37.14,95.36
chr5,145139923,145140323,401,*,55.02,34.78,43.29,40.98,112.62
chr18,73541920,73542320,401,*,66.98,32.17,31.81,65.31,81.74
chr5,143817525,143817925,401,*,84.92,25.22,49.48,69.15,120.79
chr9,107340297,107340697,401,*,63.39,34.78,35.34,52.51,98.09
chr2,152105242,152105642,401,*,90.9,42.6,48.59,67.87,143.5
chr3,95687700,95688100,401,*,38.27,26.95,21.2,43.54,50.86
chr4,141139642,141140042,401,*,62.19,37.39,43.29,47.38,116.25
chr6,112490851,112491251,401,*,41.86,13.04,16.79,24.33,61.76
chr2,38350844,38351244,401,*,41.86,21.74,24.74,35.86,62.67
chr13,89383709,89384109,401,*,35.88,10.43,6.18,58.91,34.51
chr1,185203865,185204265,401,*,110.03,48.69,60.08,84.52,169.83
chr11,118363112,118363512,401,*,56.21,46.08,38.87,46.1,114.43
chr10,110918391,110918791,401,*,31.1,21.74,19.44,37.14,41.78
chr2,152332377,152332777,401,*,101.66,67.82,60.96,96.05,159.84
chr11,116843288,116843688,401,*,147.11,61.73,71.57,116.54,212.52
chr7,80947590,80947990,401,*,58.6,29.56,47.71,46.1,110.8
chr14,64440427,64440827,401,*,72.96,37.39,53.01,53.79,136.23
chr6,35028280,35028680,401,*,17.94,13.91,10.6,28.17,21.8
chr1,36547112,36547512,401,*,78.94,55.65,48.59,69.15,136.23
chrX,103493291,103493691,401,*,41.86,27.82,14.14,46.1,49.04
chr13,55201957,55202357,401,*,29.9,14.78,10.6,21.77,42.69
chr17,43534803,43535203,401,*,37.08,16.52,22.09,12.81,14.53
chr1,40294845,40295245,401,*,39.47,17.39,21.2,33.3,54.49
chr14,69732498,69732898,401,*,92.09,41.74,59.2,70.44,153.49
chr10,82763925,82764325,401,*,141.13,75.65,76.87,116.54,220.69
chr18,50032793,50033193,401,*,59.8,31.3,32.69,58.91,78.11
chr8,110970173,110970573,401,*,93.29,44.34,41.53,71.72,136.23
chr2,154372502,154372902,401,*,31.1,17.39,22.09,17.93,65.39
chr5,38039021,38039421,401,*,72.96,40.87,53.01,83.24,98.99
chr15,97784117,97784517,401,*,65.78,29.56,44.18,39.7,128.06
chr7,16781090,16781490,401,*,56.21,36.52,34.46,55.07,84.46
chr17,30612481,30612881,401,*,87.31,28.69,41.53,64.03,123.52
chr6,53369931,53370331,401,*,51.43,27.82,29.16,47.38,72.66
chr18,82538076,82538476,401,*,28.7,9.56,19.44,34.58,31.79
chr4,141273200,141273600,401,*,16.74,8.69,11.49,14.09,30.88
chr16,20426241,20426641,401,*,77.74,38.26,33.57,57.63,116.25
chr8,3467445,3467845,401,*,38.27,32.17,30.04,35.86,75.38
chr12,36042367,36042767,401,*,32.29,27.82,15.02,29.45,55.4
chr1,135430324,135430724,401,*,57.41,28.69,31.81,33.3,107.17
chr15,79348108,79348508,401,*,31.1,27.82,20.32,33.3,53.58
chr3,27453555,27453955,401,*,32.29,19.13,12.37,32.02,39.96
chr5,65697995,65698395,401,*,72.96,54.78,65.38,70.44,144.4
chr7,29155481,29155881,401,*,33.49,22.61,24.74,34.58,53.58
chr9,57076006,57076406,401,*,135.15,71.3,91,117.82,220.69
chr4,140983358,140983758,401,*,66.98,45.21,46.83,56.35,122.61
chr19,5929507,5929907,401,*,15.55,13.91,22.97,20.49,39.96
chr11,73176928,73177328,401,*,95.68,55.65,63.61,88.36,150.76
chr5,124112017,124112417,401,*,65.78,36.52,41.53,49.94,114.43
chr3,149219743,149220143,401,*,107.64,34.78,42.41,33.3,34.51
chr5,31494470,31494870,401,*,51.43,32.17,42.41,48.66,90.82
chr3,52197965,52198365,401,*,39.47,23.48,18.55,40.98,49.04
chr10,75781026,75781426,401,*,44.25,26.95,37.11,56.35,60.85
chr6,99666689,99667089,401,*,39.47,19.13,31.81,40.98,59.03
chr11,103966347,103966747,401,*,141.13,84.34,95.42,129.34,231.59
chr14,62001487,62001887,401,*,22.72,14.78,15.9,20.49,39.96
chr11,97766391,97766791,401,*,25.12,21.74,24.74,19.21,63.57
chr5,24530042,24530442,401,*,33.49,22.61,22.09,24.33,64.48
chr15,98993041,98993441,401,*,37.08,33.04,29.16,43.54,63.57
chr16,32430698,32431098,401,*,58.6,34.78,39.76,55.07,91.73
chr14,75786877,75787277,401,*,118.4,56.52,59.2,102.45,164.38
chr1,36133550,36133950,401,*,27.51,13.04,12.37,29.45,30.88
chr10,80695220,80695620,401,*,74.15,40,35.34,58.91,111.71
chr8,90954741,90955141,401,*,26.31,11.3,7.95,26.89,27.25
chr6,87887629,87888029,401,*,56.21,41.74,58.31,48.66,130.78
chr10,115816561,115816961,401,*,26.31,19.13,14.14,30.74,35.42
chrY,808980,809380,401,*,75.35,20.87,22.97,20.49,12.71
chr6,126921600,126922000,401,*,32.29,18.26,16.79,23.05,53.58
chr12,70227517,70227917,401,*,44.25,25.22,31.81,42.26,69.02
chr8,94098293,94098693,401,*,94.48,50.43,70.68,88.36,152.58
chr12,71136448,71136848,401,*,17.94,18.26,21.2,20.49,44.5
chr19,3906914,3907314,401,*,31.1,18.26,26.51,25.61,59.94
chr9,115608400,115608800,401,*,22.72,11.3,8.84,16.65,34.51
chr10,79986915,79987315,401,*,37.08,21.74,35.34,34.58,70.84
chr2,93822363,93822763,401,*,38.27,25.22,40.64,34.58,83.55
chr2,163580363,163580763,401,*,29.9,10.43,17.67,25.61,40.87
chr1,39900620,39901020,401,*,102.85,55.65,61.85,90.93,156.21
chr7,4273858,4274258,401,*,25.12,18.26,20.32,24.33,46.32
chr17,6106500,6106900,401,*,84.92,45.21,60.96,74.28,140.77
chr16,4907921,4908321,401,*,34.68,17.39,16.79,26.89,50.86
chr5,144254464,144254864,401,*,32.29,12.17,25.62,37.14,41.78
chr15,98677329,98677729,401,*,49.04,32.17,38.87,43.54,89.91
chr4,133633322,133633722,401,*,40.66,16.52,32.69,29.45,75.38
chr1,191875691,191876091,401,*,34.68,20,18.55,26.89,55.4
chr13,55570941,55571341,401,*,32.29,20.87,18.55,19.21,64.48
chr11,53519667,53520067,401,*,27.51,23.48,36.22,29.45,69.02
chr5,122707359,122707759,401,*,52.62,38.26,51.24,49.94,108.98
chr19,37550211,37550611,401,*,41.86,19.13,35.34,34.58,75.38
chr10,105574288,105574688,401,*,151.89,96.51,57.43,57.63,59.94
chr14,67211683,67212083,401,*,27.51,7.83,15.9,19.21,41.78
chr5,114806009,114806409,401,*,25.12,13.04,21.2,25.61,40.87
chr7,98656564,98656964,401,*,110.03,58.26,81.28,89.64,196.17
chr4,140988635,140989035,401,*,29.9,32.17,30.92,28.17,77.2
chr3,90612002,90612402,401,*,26.31,7.83,7.95,23.05,28.15
chr15,102510573,102510973,401,*,21.53,17.39,32.69,28.17,52.68
chr12,112688391,112688791,401,*,29.9,15.65,10.6,23.05,41.78
chr6,28319160,28319560,401,*,33.49,18.26,12.37,14.09,8.17
chr11,106957362,106957762,401,*,39.47,16.52,20.32,25.61,62.67
chr13,12408715,12409115,401,*,31.1,20.87,16.79,34.58,40.87
chr19,6840477,6840877,401,*,27.51,13.91,38.87,26.89,68.12
chr5,115565057,115565457,401,*,22.72,7.83,16.79,17.93,38.14
chr13,92030699,92031099,401,*,76.54,38.26,45.06,105.01,73.56
chr12,80132626,80133026,401,*,52.62,31.3,48.59,48.66,99.9
chr14,30620184,30620584,401,*,39.47,21.74,33.57,38.42,66.3
chr7,3703778,3704178,401,*,32.29,23.48,30.04,34.58,59.03
chr12,79296145,79296545,401,*,69.37,38.26,37.11,52.51,112.62
chr8,72646360,72646760,401,*,29.9,15.65,15.9,21.77,48.13
chr11,74724207,74724607,401,*,83.72,46.08,67.15,70.44,153.49
chr2,132252546,132252946,401,*,27.51,15.65,27.39,33.3,44.5
chr19,26853733,26854133,401,*,27.51,18.26,15.9,30.74,37.24
chr13,55536439,55536839,401,*,75.35,39.13,63.61,60.19,145.31
chr15,81856031,81856431,401,*,39.47,26.08,31.81,33.3,75.38
chr14,118635420,118635820,401,*,77.74,38.26,30.04,28.17,27.25
chr10,123196814,123197214,401,*,114.81,84.34,61.85,111.42,178.92
chr11,115403732,115404132,401,*,35.88,15.65,19.44,21.77,60.85
chr1,64925668,64926068,401,*,45.45,44.34,28.27,52.51,76.29
chr2,152962235,152962635,401,*,35.88,28.69,28.27,34.58,67.21
chr12,3781476,3781876,401,*,29.9,17.39,25.62,28.17,52.68
chr7,58686595,58686995,401,*,61,36.52,32.69,67.87,74.47
chr15,81859884,81860284,401,*,63.39,23.48,42.41,52.51,95.36
chr4,135439231,135439631,401,*,27.51,17.39,27.39,34.58,44.5
chr1,155147191,155147591,401,*,13.16,6.09,12.37,11.53,29.06
chr18,38338189,38338589,401,*,31.1,17.39,18.55,34.58,39.05
chr19,6067726,6068126,401,*,25.12,20.87,28.27,32.02,49.04
chr7,110840337,110840737,401,*,27.51,24.35,29.16,35.86,51.77
chr2,148338158,148338558,401,*,70.56,33.04,30.92,26.89,24.52
chr3,97185106,97185506,401,*,13.16,22.61,14.14,23.05,34.51
chr9,44551119,44551519,401,*,27.51,10.43,20.32,21.77,45.41
chr17,35979585,35979985,401,*,47.84,25.22,37.99,43.54,79.92
chr9,48532713,48533113,401,*,22.72,17.39,18.55,20.49,45.41
chr19,37495261,37495661,401,*,40.66,24.35,23.86,44.82,51.77
chr2,117852462,117852862,401,*,22.72,7.83,8.84,28.17,19.98
chr4,88439662,88440062,401,*,33.49,17.39,23.86,40.98,40.87
chr11,60454362,60454762,401,*,29.9,14.78,27.39,21.77,61.76
chr19,4099040,4099440,401,*,28.7,16.52,25.62,30.74,47.23
chr6,125573195,125573595,401,*,41.86,26.08,36.22,42.26,71.75
chr7,43466331,43466731,401,*,45.45,31.3,37.11,48.66,74.47
chr4,133651512,133651912,401,*,9.57,7.83,23.86,17.93,33.6
chr11,116024446,116024846,401,*,107.64,59.99,67.15,98.61,162.57
chr2,83729370,83729770,401,*,26.31,14.78,16.79,34.58,29.97
chr17,34198146,34198546,401,*,19.14,15.65,26.51,23.05,46.32
chr13,112660498,112660898,401,*,93.29,47.82,44.18,98.61,108.08
chr9,44088867,44089267,401,*,31.1,23.48,15.02,24.33,54.49
chr11,98550985,98551385,401,*,62.19,28.69,41.53,37.14,120.79
chr8,95434702,95435102,401,*,163.85,71.3,98.95,147.27,236.13
chr11,100440877,100441277,401,*,31.1,17.39,22.97,37.14,40.87
chr14,14098564,14098964,401,*,34.68,20,13.25,29.45,47.23
chr2,181659546,181659946,401,*,22.72,20,25.62,24.33,51.77
chr6,30047830,30048230,401,*,77.74,48.69,60.08,67.87,140.77
chr8,11187531,11187931,401,*,17.94,12.17,18.55,21.77,33.6
chr5,32746235,32746635,401,*,105.25,48.69,57.43,99.89,137.14
chr1,154786220,154786620,401,*,22.72,24.35,17.67,26.89,44.5
chr4,141723248,141723648,401,*,66.98,32.17,36.22,44.82,112.62
chr9,73039476,73039876,401,*,38.27,21.74,19.44,32.02,56.31
chr1,131110725,131111125,401,*,63.39,40.87,39.76,73,82.65
chr17,27565599,27565999,401,*,80.13,40,77.75,65.31,166.2
chr1,182408854,182409254,401,*,89.7,51.3,73.33,79.4,161.66
chr6,35177312,35177712,401,*,95.68,56.52,38.87,81.96,136.23
chr7,120917493,120917893,401,*,118.4,53.91,61.85,107.57,157.12
chr11,5878119,5878519,401,*,82.52,40,47.71,58.91,138.05
chr2,121289383,121289783,401,*,37.08,24.35,27.39,29.45,69.93
chr9,59617059,59617459,401,*,84.92,60.86,65.38,70.44,168.02
chr4,135203163,135203563,401,*,35.88,13.91,25.62,30.74,54.49
chr11,64615139,64615539,401,*,21.53,8.69,14.14,24.33,27.25
chr10,60346613,60347013,401,*,61,19.13,24.74,43.54,79.92
chr6,83572317,83572717,401,*,49.04,22.61,29.16,25.61,95.36
chr5,141013355,141013755,401,*,34.68,11.3,18.55,26.89,47.23
chr7,141391928,141392328,401,*,50.23,23.48,39.76,38.42,91.73
chr4,118427839,118428239,401,*,139.93,80.86,83.93,135.75,202.53
chr4,128727333,128727733,401,*,56.21,25.22,37.11,34.58,105.35
chr4,118620606,118621006,401,*,83.72,40,50.36,73,122.61
chr14,27038757,27039157,401,*,43.06,34.78,36.22,46.1,77.2
chr17,71966200,71966600,401,*,45.45,25.22,25.62,46.1,59.03
chr16,17276095,17276495,401,*,47.84,27.82,20.32,39.7,68.12
chr9,106230059,106230459,401,*,55.02,33.04,32.69,57.63,73.56
chr19,44314460,44314860,401,*,33.49,14.78,20.32,24.33,53.58
chr7,123377748,123378148,401,*,98.07,56.52,45.94,83.24,143.5
chr6,83317036,83317832,797,*,77.74,45.21,52.13,66.59,128.96
chr2,120352912,120353312,401,*,27.51,15.65,31.81,25.61,59.94
chr7,27228398,27228798,401,*,107.64,58.26,59.2,89.64,164.38
chr17,3314125,3314525,401,*,59.8,32.17,29.16,57.63,76.29
chr1,135688096,135688496,401,*,95.68,48.69,66.26,85.8,149.85
chr1,92034254,92034654,401,*,56.21,26.95,24.74,65.31,55.4
chr3,93520243,93520643,401,*,25.12,13.04,9.72,21.77,33.6
chr2,93334344,93334744,401,*,58.6,39.13,43.29,67.87,83.55
chr14,50870413,50870813,401,*,33.49,17.39,29.16,34.58,53.58
chr1,152798107,152798507,401,*,34.68,16.52,22.09,25.61,57.22
chr5,100039739,100040139,401,*,117.21,73.04,75.1,115.26,176.19
chr10,126919080,126919480,401,*,25.12,19.13,35.34,34.58,53.58
chr17,24426421,24426821,401,*,61,39.13,41.53,47.38,112.62
chr6,97463907,97464307,401,*,43.06,27.82,30.04,40.98,69.02
chr15,73022874,73023274,401,*,20.33,15.65,22.09,14.09,54.49
chr9,108338976,108339376,401,*,84.92,45.21,50.36,69.15,134.41
chr10,79793386,79793786,401,*,31.1,14.78,22.97,30.74,45.41
chr4,45084458,45084858,401,*,88.5,37.39,55.66,74.28,132.6
chr7,139233666,139234066,401,*,41.86,17.39,14.14,40.98,42.69
chr12,111726134,111726534,401,*,29.9,20.87,26.51,34.58,49.04
chr7,44895698,44896098,401,*,56.21,30.43,38.87,46.1,94.45
chr5,121452260,121452660,401,*,72.96,39.13,73.33,57.63,159.84
chr2,180024642,180025042,401,*,162.65,80.86,90.12,129.34,256.11
chr15,98892181,98892581,401,*,14.35,14.78,22.97,25.61,33.6
chr13,95375154,95375554,401,*,63.39,33.91,50.36,53.79,112.62
chr16,32246874,32247274,401,*,88.5,51.3,70.68,70.44,169.83
chr15,75894135,75894535,401,*,29.9,15.65,28.27,33.3,48.13
chr5,138160838,138161238,401,*,27.51,21.74,24.74,26.89,54.49
chr7,141467177,141467577,401,*,23.92,19.13,16.79,24.33,41.78
chr12,101029189,101029589,401,*,35.88,33.04,24.74,39.7,61.76
chr2,152080713,152081113,401,*,34.68,26.08,30.92,39.7,59.03
chr7,126428965,126429365,401,*,66.98,28.69,30.04,47.38,98.09
chr7,126975912,126976312,401,*,51.43,25.22,32.69,29.45,99.9
chr4,156109720,156110120,401,*,135.15,60.86,79.52,129.34,180.73
chr2,152766483,152766883,401,*,17.94,16.52,19.44,19.21,41.78
chr18,57571258,57571658,401,*,41.86,18.26,15.9,7.68,18.16
chr1,176853234,176853634,401,*,27.51,12.17,23.86,34.58,36.33
chr8,106168649,106169049,401,*,41.86,24.35,33.57,40.98,68.12
chr11,85310975,85311375,401,*,82.52,40,66.26,69.15,146.22
chr3,109122982,109123382,401,*,38.27,19.13,25.62,35.86,55.4
chr17,73034439,73034839,401,*,49.04,41.74,17.67,58.91,63.57
chr11,121354292,121354692,401,*,74.15,32.17,68.03,66.59,134.41
chr7,126200287,126200687,401,*,63.39,29.56,49.48,48.66,115.34
chr13,38204701,38205101,401,*,65.78,26.08,44.18,52.51,103.54
chr5,149184382,149184782,401,*,161.46,76.52,69.8,148.55,204.35
chr2,167062560,167062960,401,*,96.87,54.78,67.15,81.96,163.48
chr14,69089185,69089585,401,*,51.43,29.56,27.39,51.23,67.21
chr11,116087412,116087812,401,*,19.14,15.65,18.55,15.37,46.32
chr19,46396638,46397038,401,*,86.11,51.3,50.36,66.59,146.22
chr11,67586345,67586745,401,*,28.7,23.48,17.67,21.77,57.22
chr19,53329278,53329678,401,*,95.68,55.65,54.78,96.05,129.87
chr8,4238576,4238976,401,*,120.79,73.91,71.57,117.82,175.28
chr18,36280879,36281279,401,*,71.76,53.04,40.64,51.23,139.86
chr9,70834639,70835039,401,*,55.02,16.52,29.16,39.7,78.11
chr5,36695764,36696164,401,*,86.11,37.39,49.48,67.87,129.87
chr8,82403064,82403464,401,*,41.86,24.35,21.2,47.38,48.13
chr12,28750267,28750667,401,*,80.13,51.3,45.94,78.12,116.25
chr1,78724466,78724866,401,*,25.12,13.91,16.79,21.77,40.87
chr5,150262679,150263079,401,*,19.14,12.17,14.14,30.74,21.8
chr7,45182179,45182579,401,*,39.47,24.35,36.22,39.7,69.93
chr8,69399258,69399658,401,*,32.29,32.17,27.39,39.7,59.03
chrX,137141684,137142084,401,*,23.92,8.69,14.14,26.89,27.25
chr16,32165334,32165734,401,*,31.1,13.91,30.92,33.3,51.77
chr9,44084653,44085053,401,*,56.21,27.82,33.57,40.98,92.64
chr4,43959781,43960181,401,*,23.92,14.78,19.44,26.89,37.24
chr5,65938004,65938404,401,*,29.9,11.3,15.02,20.49,44.5
chr14,66264641,66265041,401,*,27.51,21.74,11.49,30.74,37.24
chr2,90917600,90918000,401,*,45.45,21.74,30.04,30.74,80.83
chr1,58423881,58424281,401,*,37.08,23.48,32.69,34.58,68.12
chr15,100495090,100495490,401,*,29.9,23.48,43.29,35.86,72.66
chr13,96388039,96388439,401,*,95.68,43.47,50.36,79.4,135.32
chr7,28962208,28962608,401,*,71.76,31.3,51.24,48.66,132.6
chr17,25785293,25785693,401,*,44.25,21.74,33.57,40.98,69.02
chr15,41603195,41603595,401,*,38.27,21.74,18.55,16.65,12.71
chr8,104654963,104655363,401,*,17.94,13.04,12.37,24.33,25.43
chr10,125994841,125995241,401,*,17.94,13.91,15.02,33.3,20.89
chr11,62756757,62757157,401,*,50.23,26.08,28.27,40.98,75.38
chr4,141078194,141078594,401,*,53.82,23.48,37.11,35.86,97.18
chr4,145246671,145247071,401,*,47.84,33.91,27.39,44.82,74.47
chr9,108661905,108662305,401,*,28.7,14.78,25.62,25.61,51.77
chr9,64452723,64453123,401,*,33.49,22.61,20.32,29.45,54.49
chr8,107056572,107056972,401,*,88.5,60.86,56.55,80.68,146.22
chr14,120325591,120325991,401,*,39.47,18.26,22.97,42.26,46.32
chr4,150488121,150488521,401,*,53.82,26.08,26.51,38.42,82.65
chr7,99159027,99159427,401,*,29.9,17.39,17.67,25.61,46.32
chr5,35574905,35575305,401,*,44.25,36.52,34.46,35.86,93.55
chr5,150216064,150216464,401,*,44.25,30.43,26.51,47.38,61.76
chr6,30205567,30205967,401,*,17.94,11.3,18.55,28.17,26.34
chr6,97487760,97488160,401,*,47.84,23.48,20.32,42.26,59.94
chr14,57619451,57619851,401,*,33.49,9.56,19.44,21.77,51.77
chr5,121660358,121660758,401,*,38.27,14.78,43.29,29.45,86.28
chr9,123717449,123717849,401,*,104.05,46.08,45.94,81.96,143.5
chr16,35363735,35364135,401,*,111.23,70.43,73.33,99.89,182.55
chr19,60226478,60226878,401,*,94.48,40,40.64,67.87,136.23
chr8,11249809,11250209,401,*,32.29,19.13,25.62,30.74,53.58
chr9,57130679,57131079,401,*,33.49,17.39,26.51,24.33,63.57
chr15,102203329,102203729,401,*,75.35,46.08,58.31,62.75,138.96
chr16,20302182,20302582,401,*,47.84,34.78,31.81,39.7,87.19
chr10,83343197,83343597,401,*,29.9,12.17,24.74,29.45,45.41
chr17,33555464,33555864,401,*,51.43,30.43,25.62,40.98,79.01
chr18,79330108,79330508,401,*,45.45,32.17,17.67,46.1,59.94
chr15,67174012,67174412,401,*,35.88,20.87,19.44,35.86,47.23
chr6,90716310,90716710,401,*,71.76,25.22,30.04,49.94,98.99
chr4,107178324,107178724,401,*,168.63,59.99,83.93,129.34,240.67
chr5,34513830,34514230,401,*,90.9,52.17,58.31,85.8,135.32
chr6,122635299,122635699,401,*,39.47,13.04,15.02,34.58,42.69
chr14,30631098,30631498,401,*,31.1,15.65,23.86,32.02,45.41
chr11,116657839,116658239,401,*,33.49,17.39,21.2,29.45,49.95
chr12,112941753,112942153,401,*,51.43,26.95,32.69,34.58,92.64
chr11,76623389,76623789,401,*,31.1,15.65,24.74,21.77,59.94
chr4,132592890,132593290,401,*,37.08,11.3,24.74,28.17,56.31
chr1,157019930,157020330,401,*,33.49,11.3,10.6,25.61,39.05
chr11,82871072,82871472,401,*,62.19,43.47,56.55,55.07,126.24
chr10,59589397,59589797,401,*,13.16,10.43,7.95,19.21,19.98
chr9,64811156,64811556,401,*,123.19,71.3,77.75,110.13,192.54
chr2,32847123,32847523,401,*,81.33,37.39,60.96,55.07,156.21
chr2,73054030,73054430,401,*,58.6,21.74,41.53,51.23,87.19
chr15,86363848,86364248,401,*,33.49,21.74,21.2,30.74,52.68
chr15,51689521,51689921,401,*,50.23,25.22,26.51,19.21,19.98
chr4,119415378,119415778,401,*,27.51,24.35,36.22,38.42,57.22
chr15,97963966,97964366,401,*,55.02,29.56,60.96,57.63,106.26
chr3,107696444,107696844,401,*,138.73,75.65,80.4,121.66,208.89
chr12,111677863,111678263,401,*,17.94,17.39,30.92,24.33,50.86
chr9,64340534,64340934,401,*,47.84,27.82,33.57,30.74,95.36
chr8,119840423,119840823,401,*,86.11,55.65,50.36,75.56,137.14
chr1,183369400,183369800,401,*,64.58,38.26,41.53,48.66,114.43
chr2,165054990,165055390,401,*,15.55,6.96,10.6,15.37,25.43
chr5,137600782,137601182,401,*,88.5,39.13,61.85,69.15,148.04
chr4,32800149,32800549,401,*,68.17,33.04,37.11,60.19,93.55
chr4,134923344,134923744,401,*,58.6,20.87,38.87,40.98,97.18
chr16,30968393,30968793,401,*,32.29,20.87,21.2,29.45,51.77
chr12,86947103,86947503,401,*,145.91,66.95,77.75,121.66,209.8
chr1,36471361,36471761,401,*,108.83,59.13,90.12,107.57,178.01
chr6,103367077,103367477,401,*,51.43,23.48,23.86,51.23,58.13
chr9,108094369,108094769,401,*,64.58,40,41.53,44.82,122.61
chr7,118478962,118479362,401,*,86.11,36.52,37.99,80.68,100.81
chr14,48120638,48121038,401,*,23.92,20,22.97,28.17,44.5
chr1,85894359,85894759,401,*,31.1,30.43,29.16,33.3,65.39
chr5,110653219,110653619,401,*,38.27,28.69,37.99,28.17,92.64
chr2,19414998,19415398,401,*,23.92,17.39,21.2,30.74,37.24
chr10,127512832,127513232,401,*,22.72,24.35,28.27,28.17,54.49
chr16,94569289,94569689,401,*,159.07,82.6,92.77,152.4,220.69
chr3,41244978,41245378,401,*,63.39,22.61,24.74,17.93,22.71
chr17,29007837,29008237,401,*,47.84,30.43,36.22,39.7,87.19
chr4,155704854,155705254,401,*,45.45,26.95,35.34,38.42,80.83
chr16,90810312,90810712,401,*,71.76,40.87,59.2,57.63,137.14
chr16,18248665,18249065,401,*,142.32,77.38,87.47,116.54,231.59
